Machine_ID,Temperature (°C),Pressure (bar),Speed (RPM),Material Flow (kg/s),Kp,Ki,Kd,FLBC Output,System Oscillation (%),Predictive Maintenance Score,Equipment Health Index,Unplanned Downtime (min),Resource Utilization (%),Production Throughput (units/hr),Energy Consumption (kWh),System Response Time (ms),Error Rate (%),System_Status
51,77.80157505989615,2.360236547215381,1817,13.592311406217231,0.7927244378397719,0.016974268306034865,0.8332591271440224,1.9554141647460965,3.2409342645361945,0.8857262084260369,70,6,89.8727974046379,137,51.174468164251046,17,2.6300564641742823,Stable
19,80.22829324510656,2.1693530923316517,1812,17.66670301010248,0.8347044862707816,0.013046710768031562,0.8552955031071989,1.1418368294850227,3.1124033179093207,0.812176231520334,86,6,94.98152746182251,134,49.51743392911731,12,2.950279560192279,Needs Maintenance
11,62.47721473950769,1.9675722072848143,1478,19.159320049035607,0.8974376845601426,0.03258256982979656,0.7088497599735553,1.0707534793378288,3.0266751271699515,0.8052762045487539,88,4,91.55637893891016,121,45.331321140843635,14,0.7548314668293103,Unstable
69,70.92624252576447,1.9305375480657196,1884,12.067815593241201,1.19543052146825,0.017248464694848295,0.2728430802475716,1.2511002237065345,2.854789416575343,0.794162740348473,77,8,91.38211250061406,140,49.38788757062658,19,3.738926358586994,Stable
53,84.38991222740268,2.4165066295300957,1859,12.759282979500629,1.404961880169914,0.0427140265365933,0.4770128332277988,1.8077392932007146,3.0691714978997124,0.6302843044908122,82,7,90.92929384661369,108,44.67249527297133,21,1.1063626930890833,Stable
4,67.30757163903981,2.2676231354204552,1129,13.205822768226191,0.6769961913904453,0.015225448192951206,0.34561881689341717,1.9339518874028474,2.493299762602051,0.8171212334785649,74,6,86.30004180048107,116,48.090231575643074,24,3.6018275803499473,Needs Maintenance
71,79.6751792698871,2.167408947119493,1878,15.115067523465978,1.2667313906173336,0.046247308620020675,0.9764236805881195,1.4267239246013639,4.970101576305377,0.6884867135168043,76,0,94.97902157066925,125,41.049096762477255,19,1.59255944611988,Needs Maintenance
82,60.30708439669309,2.5114881015048613,1723,18.05971925253273,1.3440226950824345,0.04832022076351102,0.4324933219554721,1.6503975054040194,4.081336844412197,0.6573997002099748,79,2,89.44933913751626,135,46.12163019504665,24,3.3641759171211953,Needs Maintenance
85,86.58194655394236,2.3680419454175174,1270,18.172523113668213,1.012726394261776,0.02753539920123045,0.9970098292199014,1.2291719512141621,3.640627897628134,0.8012026576146977,87,3,87.65232065460152,118,43.98540672933601,24,3.8242541782695487,Stable
19,54.26709185337026,2.1428814477444265,1213,15.545461822303768,1.2185554277383681,0.047655693980166426,0.8236732487997338,1.3043457080337078,4.277367301552031,0.7350073581936638,91,1,96.52542651715618,93,44.772900230599134,11,1.6914388554684996,Needs Maintenance
70,70.40102264040908,1.680064590385024,1223,11.326531696301975,0.904107708300601,0.03081632686275676,0.8593551349772981,1.5856251909349395,4.707792335437946,0.6653303508415076,72,6,93.58904138531882,144,50.03729365289715,26,4.618005185089483,Needs Maintenance
97,78.34738875240382,2.196397964427321,1837,14.46057225664441,0.8120919159070821,0.02074216424838718,0.5451245629358283,1.3787514484406738,3.900015745527768,0.8439453602962532,96,6,87.77837498668623,98,41.40323872421981,16,4.555090576787773,Stable
68,88.41963789702363,1.9641323769641492,1474,16.115905268527293,1.3495341532464176,0.013607228296835765,0.33441398959870783,1.2662949837750817,4.684327567970906,0.8834834913361966,75,8,91.15255867432387,116,50.92166873771699,16,4.74963616076232,Needs Maintenance
93,61.11837110469894,1.5449621997372978,1980,16.813708748869907,0.6281502952634072,0.042090663594879785,0.9355926233144534,1.5593120282493906,4.898552111651384,0.7171140908775607,92,2,87.30485782944623,81,45.882148613146974,19,4.4410578281367465,Needs Maintenance
4,53.37942989392858,2.9000768421747267,1192,17.58805375125943,1.085072151569115,0.03935411386741535,0.6583330472390414,1.2396874692391437,3.449644770442128,0.8319186194750374,94,5,97.51926861603422,83,46.35869190308556,27,4.001318391705587,Needs Maintenance
15,52.762973500838896,3.2647349516043898,1259,12.187574310701152,1.1367461631971354,0.014044575047443764,0.6383477519193423,1.5839584024896713,2.6487118968025207,0.7175079389973711,92,8,85.12158425635532,123,58.65466142422903,22,4.731605215095741,Unstable
86,77.73527602459421,1.840518304250872,1955,18.611135200614257,0.5783382177620067,0.012902991921788431,0.8802541665260792,1.2128500860383573,4.006259763349441,0.7628634397082416,71,4,86.62615582787325,148,55.84781550717627,10,2.367489912668394,Stable
53,63.76457874314385,3.294074755833101,1045,11.417045207837539,0.993630770129704,0.011026699309651972,0.42548768622282157,1.8118728380197417,4.925421817039455,0.8739969769223099,94,4,97.0474968265392,131,44.78832883651592,12,1.8158515929938077,Unstable
6,89.6964873263172,2.082374917637118,1136,16.193739286373976,0.7235673988099945,0.014877146757849888,0.767048874140243,1.0227352634828504,3.1050978219329295,0.6433209838296056,85,4,95.71795915059138,95,49.48051669455335,16,1.9019238625433463,Needs Maintenance
79,59.87665980435162,3.4542906656008117,1615,19.369373650326732,0.5011286225269828,0.045769513185421135,0.44883625580104447,1.3114954247276018,2.6842665943098183,0.6951041703452705,96,3,89.086093423421,137,42.85716857732985,25,2.295219968927357,Stable
49,65.06955879751763,2.999156599952144,1216,19.699143978146033,1.3421189231357087,0.04353314818844552,0.5749545278359762,1.4148195023376653,2.8202212157921185,0.6169126489952781,75,0,91.94650157538302,84,59.93273674147811,14,3.767543798323316,Stable
65,73.17544836401159,3.4605295002050953,1667,19.872789983842843,1.1281439774931252,0.0471583659720474,0.42900557788783344,1.2401294903464977,3.5495560604733596,0.7525826842909998,99,4,93.97819614314288,136,43.34624151721709,10,2.646862837886835,Unstable
16,63.10719095849673,1.911179322494487,1116,17.364520537055206,1.0648986859407366,0.017781160463162048,0.2611245817398336,1.5932490154026258,2.075635496718286,0.6196393454592338,78,8,92.00535993821694,142,44.265738358978616,17,3.1624219738621377,Unstable
13,82.27402404555062,2.051288460484555,1501,17.493275136824558,1.2147905784378072,0.02122785908321762,0.458582714222334,1.2875201986321276,2.3865534995336466,0.8258344928882564,80,3,86.62140901067936,84,56.38795689411083,23,4.43736592015038,Unstable
45,56.98960102527589,3.2796673442877937,1381,13.874433439152842,0.8011266055031655,0.01889218882715339,0.3485049853268321,1.2733769760594655,3.8816088440891603,0.6719543317345341,76,5,85.06999183895495,146,49.05250364992151,26,3.9568080465153557,Needs Maintenance
83,55.878508383528384,3.122247539866942,1359,19.064209639144366,0.6638810237804822,0.03571275659200697,0.847888149888469,1.9473952495864468,3.0120204230510703,0.8174943509772158,94,8,93.96999658501626,105,42.946060885579406,14,2.737906007760376,Stable
74,53.15787859346488,2.5710733555943897,1440,12.065479697688959,0.9002770074144801,0.039605728270438116,0.403613293229176,1.6986130012587202,3.47453546121453,0.8656322545532379,92,9,92.72918331069232,93,46.703062852446415,11,3.7973309645110658,Stable
24,51.750603290327774,3.414628874815872,1284,17.438143170059078,1.34335577561715,0.03663158244128045,0.5384769510263774,1.062755551335055,4.363902335043338,0.8715760917122675,74,9,91.92263616792528,134,43.776574733078974,19,2.0977044670534055,Unstable
25,84.54072562451827,3.3459204635969697,1902,13.469532018962276,1.2375012481097483,0.028088717635592286,0.3796838583519856,1.4524395161326935,2.4225710611394,0.652916095951867,76,3,90.44603084355913,112,47.24787798233266,20,3.3451892956378866,Stable
88,60.10596375843541,1.510164279636052,1250,17.23420113688585,0.9958757350787708,0.013241848636305918,0.3761465615598491,1.683258763659596,2.2283925784709004,0.8553620742146306,77,2,95.72085255702694,135,53.24224020213129,17,3.04579383798106,Stable
15,86.63130027785223,3.198256117570737,1666,18.48597415872661,0.6352594240893945,0.024186798763369342,0.3625203503699699,1.890268438292236,4.261584090503155,0.7689933180455887,89,8,96.88401225254668,128,49.33109253848717,28,0.6185990193795552,Needs Maintenance
62,56.13827328432648,1.9134932914804783,1420,16.225588033216443,0.6886722912280326,0.032761745999826654,0.7916081865256519,1.7836383021478366,2.9055173607425466,0.7537299697707945,97,4,92.88395108206609,125,40.16169353060022,15,3.9948803346768034,Stable
47,72.39974685854231,2.97785659226191,1463,11.624984154744414,1.395033858853437,0.03744096895743564,0.3999213773095119,1.0656007649450294,4.0718459371599085,0.7717223177903295,91,4,92.6060116128518,138,53.392225130750354,26,0.9028408855857903,Stable
60,71.09825854886928,1.7822522365986437,1455,13.851626277725405,0.8415696329442751,0.044984231780126636,0.6510936255134132,1.5164443419028215,4.180933758585293,0.7739502714843272,93,4,86.73509543066767,130,49.267820176092926,18,2.5014015419090567,Stable
65,50.31618136781849,2.6382767474128803,1876,14.060618750524041,0.7322876880083412,0.011217041128108445,0.8781513554917164,1.326410086034426,4.043273119189541,0.8842762199330123,78,8,90.16290973275827,84,51.15560545534548,27,3.5693456812301427,Unstable
55,81.94818295370555,1.9212911952710734,1679,12.752578644443165,1.364489535595457,0.03429298369030904,0.20019253579432184,1.8054737346798246,2.9906370101784376,0.6960623952464872,89,2,93.19341286509305,109,43.74357217976981,24,4.865740090358386,Stable
97,88.05909011410374,2.7745596202461753,1163,10.37175288049646,0.6408118620929995,0.046692125818562025,0.5675509972947028,1.0776658617783537,4.879180514116884,0.8636976923275951,88,4,97.13514629531825,148,56.72738586020173,13,3.7160459191643938,Stable
19,55.29182099008912,3.3045099387533705,1086,12.747552761745123,0.6530375904085416,0.047787025327889254,0.2720754105345428,1.7581836095962566,3.891276708407511,0.7898413202012914,77,7,90.20634363695932,104,45.774115644749116,17,4.382193149507967,Unstable
70,75.27771156505372,1.6370979744457639,1691,18.519428602187865,0.523016591354532,0.035014193931082675,0.5153975311662133,1.6659506811432903,2.5937526373851103,0.6715978063886063,80,6,86.33056339423423,81,42.702551844713476,20,3.9275902083683594,Needs Maintenance
30,52.32951130842713,1.8123546608819745,1915,14.108999049918065,1.0550090864748514,0.01973816047887063,0.2417479935730903,1.9392241361712066,2.5600969546315184,0.6595202187737149,94,5,91.3909734829243,142,54.87018304287713,22,2.2016966835233376,Stable
